id,category,text,keyword_count,sentiment,risk_score,clean_text
135,manufacturing_issue,Pharmacies in new urban communities reported issues ... with antibiotics. They cited production and defect.,0,-0.34,2,pharmacies new urban communities reported issues antibiotics cited production defect
136,neutral_report,No significant disruptions were noted for antiviral tablets in Delta region.,0,-0.1531,1,significant disruptions noted antiviral tablets delta region
137,manufacturing_issue,A weekly report from Alex@ndri@ connected @ntivir@l t@blets inst@bility to rep@ir @nd defect.??,0,-0.34,2,weekly report alex ndri connected ntivir l blets inst bility rep ir nd defect
138,quality_control_issue, A weekly report from Giza connected IV f ...luids instability to impurity and failed.,1,-0.5106,8,weekly report giza connected iv f luids instability impurity failed
139,neutral_report,Reports from Upper Egypt indicated stable distribution of cancer medicines.,0,-0.4939,2,reports upper egypt indicated stable distribution cancer medicines
140,seasonal_variation,"In new urban communities, vitamins availability has dropped. Reports mention wave and complications from winter.",1,0.0,5,new urban communities vitamins availability dropped reports mention wave complications winter
141,neutral_report,NO SIGNIFICANT DISRUPTIONS WERE NOTED FOR INSULIN IN DELTA REGION.,0,-0.1531,1,significant disruptions noted insulin delta region
142,labor_shortage,"In Upp3r Egypt, antibiotics availability has dropp3d. R3 ...ports m3ntion vacancy and complications from sick l3av3.",1,-0.5106,8,upp r egypt antibiotics availability dropp r ports ntion vacancy complications sick l av
143,forecasting_error,Pharmacies in Delta region reported issues with painkillers. They cited unexpected and assumption. ,0,0.0,1,pharmacies delta region reported issues painkillers cited unexpected assumption
144,distribution_center_issue,pharmacies  in  cairo  reported  issues  with  insulin.  they  cited  hub  and  bottleneck.,0,0.0,1,pharmacies cairo reported issues insulin cited hub bottleneck
145,neutral_report, Reports from Alexandria indicated stable distribution of asthma inhalers. ,0,0.296,1,reports alexandria indicated stable distribution asthma inhalers
146,distribution_center_issue,"In Upper Egypt, IV fluids availability has dropped. Reports mention backlog and complications from operations.",1,0.0,5,upper egypt iv fluids availability dropped reports mention backlog complications operations
147,quality_control_issue,A  WEEKLY  REPORT  FROM  GIZA  CONNECTED  BLOOD  PRESSURE  DRUGS  INSTABILITY  TO  LAB  AND  TEST.,1,-0.296,6,weekly report giza connected blood pressure drugs instability lab test
148,labor_shortage, A weekly report from Alexandria connected children's syrup instability to strike and training. Additional concerns include shortage.,2,-0.3612,10,weekly report alexandria connected children syrup instability strike training additional concerns include shortage
149,quality_control_issue,A weekly report from Canal cities connected children's syrup instability to defect and nonconformity. Additional concerns include out of spec.,1,-0.34,7,weekly report canal cities connected children syrup instability defect nonconformity additional concerns include spec
150,contract_dispute,"In new urb@n communities, vit@mins @v@il@bility h@s dropped. Reports mention renew@l @nd complic@tions from negoti@tion.",0,0.0,1,new urb n communities vit mins v il bility h dropped reports mention renew l nd complic tions negoti tion
151,distribution_center_issue,A weekly report from Cairo connected insulin instability to slowdown and backlog. ,1,0.0,5,weekly report cairo connected insulin instability slowdown backlog
152,storage_issue,A weekly report from Canal cities connected children's syrup instability to temperature and humidity. Additional concerns include expired.,1,0.0,5,weekly report canal cities connected children syrup instability temperature humidity additional concerns include expired
153,regulation_issue,Pharmaci3s in D3lta r3gion r3port3d issu3s with IV fluids. Th3 ...y cit3d bann3d and p3nalty. Additional conc3rns includ3 bann3d.,0,0.0,1,pharmaci lta r gion r port issu iv fluids th cit bann p nalty additional conc rns includ bann
154,forecasting_error,A weekly report from new urban communities connected oral rehydration salts instability to estimate and scenario.??,1,0.0,5,weekly report new urban communities connected oral rehydration salts instability estimate scenario
155,quality_control_issue,Pharmacies in Upper Egypt reported issues with blood pressure drugs. They cited out of spec and failed. Additional concerns include quality.,0,-0.6705,3,pharmacies upper egypt reported issues blood pressure drugs cited spec failed additional concerns include quality
156,distribution_center_issue, A weekly report from Upper Egypt connected blood pressure drugs instability to slowdown and loading. Additional concerns include operations.,1,-0.296,6,weekly report upper egypt connected blood pressure drugs instability slowdown loading additional concerns include operations
157,contract_dispute,"IN CAIRO, ANTIHISTAMINES AVAILABILITY HAS DROPPED. REPORTS MENTION CLAUSE AND COMPLICATIONS FROM RENEWAL. ADDITIONAL CONCERNS INCLUDE PENALTY.",1,-0.4588,7,cairo antihistamines availability dropped reports mention clause complications renewal additional concerns include penalty
158,supplier_problem,Ph@rm@cies in Alex@ndri@ reported issues with blood pressure drugs. They cited c@p@city @nd missed. Addition@l concerns include disruption.,1,-0.7096,9,ph rm cies alex ndri reported issues blood pressure drugs cited c p city nd missed addition l concerns include disruption
159,labor_shortage,"IN COASTAL GOVERNORATES, IV FLUIDS AVAILABILITY HAS DROPPED. REPORTS MENTION STAFF AND COMPLICATIONS FROM LABOR. ADDITIONAL CONCERNS INCLUDE SICK LEAVE.",1,-0.5423,8,coastal governorates iv fluids availability dropped reports mention staff complications labor additional concerns include sick leave
160,forecasting_error, A weekly report from coastal governorates connected insulin instability to miscalculated and projection.??,1,0.0,5,weekly report coastal governorates connected insulin instability miscalculated projection
161,seasonal_variation,"In Upper Egypt, IV fluids @v@il@bility h@s dropped. Reports mention virus @nd complic@tions from se@son.",0,0.0,1,upper egypt iv fluids v il bility h dropped reports mention virus nd complic tions se son
162,distribution_center_issue,"In Upper Egypt, @ntidepress@nts @v@il@bility h@s dropped. Reports mention distribution center @nd complic@tions from hub. Addition@l concerns include oper@tions.",0,0.0,1,upper egypt ntidepress nts v il bility h dropped reports mention distribution center nd complic tions hub addition l concerns include oper tions
163,neutral_report,reports from c@iro indic@ted st@ble distribution of vit@mins.,0,0.0,1,reports c iro indic ted st ble distribution vit mins
164,seasonal_variation, Pharmacies in Upper Egypt reported issues with insulin. They cited summer and seasonal. Additional concerns include season.,0,0.0,1,pharmacies upper egypt reported issues insulin cited summer seasonal additional concerns include season
165,demand_spike,Ph@rm@cies in C@iro reported issues with @ntidepress@nts. They cited sudden @nd dem@nd. Addition@l concerns include high.,0,0.0,1,ph rm cies c iro reported issues ntidepress nts cited sudden nd dem nd addition l concerns include high
166,currency_issue,A weekly report from coastal governorates connected oral rehydration salts instability to price and currency. Additional concerns include foreign.,1,0.0,5,weekly report coastal governorates connected oral rehydration salts instability price currency additional concerns include foreign
167,import_delay,"In Upper Egypt, painkillers availability has dropped. Reports mention ho ...ld and complications from customs. Additional concerns include shipment. ",1,0.0,5,upper egypt painkillers availability dropped reports mention ho ld complications customs additional concerns include shipment
168,forecasting_error,  Pharmacies in coastal governorates reported issues with oral rehydration salts. They cited underestimated and estimate.,0,-0.2732,1,pharmacies coastal governorates reported issues oral rehydration salts cited underestimated estimate
169,manufacturing_issue,Ph@rm@cies in C@n@l cities reported issues with @ntibiotics. They cited bre@kdown @nd production. Addition@l concerns include line.??,0,0.0,1,ph rm cies c n l cities reported issues ntibiotics cited bre kdown nd production addition l concerns include line
170,neutral_report,Pharmacies in Upper Egypt reported stable availability of IV fluids this week.,1,0.296,4,pharmacies upper egypt reported stable availability iv fluids week
171,import_delay,A weekly report from Delta region connected vitamins instability to dock and container.,1,0.0,5,weekly report delta region connected vitamins instability dock container
172,supplier_problem," In Cairo, painkillers availability has dropped. Reports mention disruption and complications from capacity. Additional concerns include under-performing.",2,-0.3612,10,cairo painkillers availability dropped reports mention disruption complications capacity additional concerns include performing
173,quality_control_issue,Pharmacies in Delta region reported issues with painkillers. T ...hey cited quality and defect. Additional concerns include lab.,0,-0.34,2,pharmacies delta region reported issues painkillers hey cited quality defect additional concerns include lab
174,neutral_report,Reports from Canal cities indicated stable distribution of IV fluids.,0,0.296,1,reports canal cities indicated stable distribution iv fluids
175,currency_issue,"In Alexandria, antibiotics availability has dropped. Reports mention price and complications from hard currency. Additional concerns include payment.",1,-0.1027,6,alexandria antibiotics availability dropped reports mention price complications hard currency additional concerns include payment
176,it_system_failure,Pharmacies in Delta region reported issues with asthma inhalers. They cited bug and data. Additional concerns include software. ,0,0.0,1,pharmacies delta region reported issues asthma inhalers cited bug data additional concerns include software
177,demand_spike,"In Giza, cancer medicines availability has dropped. Reports mention shortage and complications from peak.",2,-0.7506,10,giza cancer medicines availability dropped reports mention shortage complications peak
178,currency_issue, A  weekly  report  from  Canal  cities  connected  IV  fluids  instability  to  price  and  inflation.,1,0.0,5,weekly report canal cities connected iv fluids instability price inflation
179,demand_spike,a  weekly  report  from  cairo  connected  children's  syrup  instability  to  unusual  and  spike.,1,0.0,5,weekly report cairo connected children syrup instability unusual spike
180,manufacturing_issue,"In co@st@l governor@tes, blood pressure drugs @v@il@bility h@s dropped. Reports mention rep@ir @nd complic@tions from m@inten@nce. Addition@l concerns include shutdown.",0,-0.296,1,co st l governor tes blood pressure drugs v il bility h dropped reports mention rep ir nd complic tions inten nce addition l concerns include shutdown
181,regulation_issue,pharmacies in cairo reported issues with insulin. they cited penalty and warning. additional concerns include banned.,0,-0.8126,4,pharmacies cairo reported issues insulin cited penalty warning additional concerns include banned
182,labor_shortage,"in alexandria, insulin availability has dropped. reports mention staff and complications from resignations. additional concerns include turnover.??",1,-0.296,6,alexandria insulin availability dropped reports mention staff complications resignations additional concerns include turnover
183,neutral_report,Supply levels for blood pressure drugs in coastal governorates remained normal.,1,-0.296,6,supply levels blood pressure drugs coastal governorates remained normal
184,regulation_issue,"In Cairo, antid3pr3ssants availability has dropp3d. R3ports m3ntion lic3ns3 and complications from r3call.",1,0.0,5,cairo antid pr ssants availability dropp r ports ntion lic ns complications r call
185,quality_control_issue,"In  Canal  cities,  IV  fluids  availability  has  dropped.  Reports  mention  complaint  and  complications  from  test.  Additional  concerns  include  nonconformity.??",1,-0.296,6,canal cities iv fluids availability dropped reports mention complaint complications test additional concerns include nonconformity
186,labor_shortage,A weekly report from Delta region connected blood pressure drugs instability to strike and sick leave.,1,-0.7351,9,weekly report delta region connected blood pressure drugs instability strike sick leave
187,demand_spike,"IN GIZA, ANTIHISTAMINES AVAILABILITY HAS DROPPED. REPORTS MENTION HIGH AND COMPLICATIONS FROM DEMAND. ",2,-0.128,10,giza antihistamines availability dropped reports mention high complications demand
188,supplier_problem,A weekly report from Giz@ connected p@inkillers inst@bility to c@ncelled @nd c@p@city. Addition@l concerns include supplier. ,0,0.0,1,weekly report giz connected p inkillers inst bility c ncelled nd c p city addition l concerns include supplier
189,neutral_report,Ph@rm@ci3s in C@iro r3port3d st@bl3 @v@il@bility of @ntibiotics this w33k.,0,0.5106,1,ph rm ci c iro r port st bl v il bility ntibiotics w k
190,supplier_problem,Pharmacies in Upper Egypt reported issues with oral rehydration salts. They cited late and under-performing.,0,0.0,1,pharmacies upper egypt reported issues oral rehydration salts cited late performing
191,seasonal_variation,a weekly report from canal cities connected insulin instabil ...ity to holiday and winter. additional concerns include trend.,0,0.4019,1,weekly report canal cities connected insulin instabil ity holiday winter additional concerns include trend
192,manufacturing_issue,A weekly report from new urban communities connected oral rehydration salts instability to production and factory. Additional concerns include repair.,1,0.0,5,weekly report new urban communities connected oral rehydration salts instability production factory additional concerns include repair
193,supplier_problem,A weekly report from Delta region connected antiviral tablets instability to backlog and under-performing. Additional concerns include missed.,1,-0.296,6,weekly report delta region connected antiviral tablets instability backlog performing additional concerns include missed
194,regulation_issue,A weekly report from coastal governorates connected antiviral tablets instability to warning and approval. Additional concerns include inspection.,1,0.1779,4,weekly report coastal governorates connected antiviral tablets instability warning approval additional concerns include inspection
195,import_delay,Pharmacies in Alexandria reported issues with children's syrup. They cited import and customs. Additional concerns include inspection.,1,0.0,5,pharmacies alexandria reported issues children syrup cited import customs additional concerns include inspection
196,seasonal_variation,Pharmacies in Delta region reported issues with antiviral tablets. They cited festive and trend. Additional concerns include trend.,0,0.4588,1,pharmacies delta region reported issues antiviral tablets cited festive trend additional concerns include trend
197,forecasting_error,"In  coastal  governorates,  cancer  medicines  availability  has  dropped.  Reports  mention  planning  and  complications  from  underestimated.  Additional  concerns  include  projection.",1,-0.7579,9,coastal governorates cancer medicines availability dropped reports mention planning complications underestimated additional concerns include projection
198,manufacturing_issue,A weekly report from Giza connected insulin instability to factory and breakdown.,1,0.0,5,weekly report giza connected insulin instability factory breakdown
199,demand_spike,Pharmacies in Delta region reported issues with anticoagulants. They cited demand and shortage. Additional concerns include demand.,3,-0.4588,10,pharmacies delta region reported issues anticoagulants cited demand shortage additional concerns include demand
200,demand_spike,Ph@rm@cies in co@st@l governor@tes reported issues with vit@mins. They cited surge @nd dem@nd. Addition@l concerns include high. ,0,0.0,1,ph rm cies co st l governor tes reported issues vit mins cited surge nd dem nd addition l concerns include high
201,seasonal_variation,"In Upper Egypt, painkillers availability has dropped. Reports mention flu and complications from cold. Additional concerns include festive.",1,0.1027,4,upper egypt painkillers availability dropped reports mention flu complications cold additional concerns include festive
202,supplier_problem,A weekly report from Upper Egypt connected child ...ren's syrup instability to missed and unreliable.,1,-0.296,6,weekly report upper egypt connected child ren syrup instability missed unreliable
203,manufacturing_issue,A weekly report from Upper Egypt connected antiviral tablets instability to repair and shutdown.,1,0.0,5,weekly report upper egypt connected antiviral tablets instability repair shutdown
204,neutral_report,No significant disruptions were noted f ...or blood pressure drugs in Delta region.,0,-0.4215,2,significant disruptions noted f blood pressure drugs delta region
205,storage_issue,A    weekly    report    from    Giza    connected    vitamins    instability    to    temperature    and    fridge.,1,0.0,5,weekly report giza connected vitamins instability temperature fridge
206,neutral_report,Pharmacies in Alexandria reported stab ...le availability of IV fluids this week.,1,-0.5859,8,pharmacies alexandria reported stab le availability iv fluids week
207,neutral_report,Supply levels for blood pressure drugs in Alexandria remained normal. ,1,-0.296,6,supply levels blood pressure drugs alexandria remained normal
208,distribution_center_issue,Pharmacies in new urban communities reported issues with blood pressure drugs. They cited loading and slowdown. Additional concerns include queue.,0,-0.296,1,pharmacies new urban communities reported issues blood pressure drugs cited loading slowdown additional concerns include queue
209,seasonal_variation,"In new urban communities, blood pressure drugs availability has dropped. Reports mention allergy and complications from heat.",1,-0.296,6,new urban communities blood pressure drugs availability dropped reports mention allergy complications heat
210,demand_spike,pharmacies in cairo reported issues with antihistamines. they cited demand and peak. additional concerns include rush.??,1,-0.128,6,pharmacies cairo reported issues antihistamines cited demand peak additional concerns include rush
211,seasonal_variation,A weekly report from Alexandria connected blood pressure drugs instability to seasonal and wave. Additional concerns include virus.,1,-0.296,6,weekly report alexandria connected blood pressure drugs instability seasonal wave additional concerns include virus
212,it_system_failure,A w33kly r3port from Cairo conn3ct3d oral r3hydration salts instability to n3twork and slow. Additional conc3rns includ3 offlin3.,1,0.0,5,w kly r port cairo conn ct oral r hydration salts instability n twork slow additional conc rns includ offlin
213,currency_issue,A w33kly r3port from coastal gov3rnorat3s conn3ct3d antibiotics instability to bank and 3xchang3.,1,0.0,5,w kly r port coastal gov rnorat conn ct antibiotics instability bank xchang
214,forecasting_error,A weekly report from Delta region connected children's syrup instability to projection and underestimated. Additional concerns include assumption.,1,-0.2732,6,weekly report delta region connected children syrup instability projection underestimated additional concerns include assumption
215,currency_issue,A w33kly r3port from D3lta r3gion conn3ct3d asthma inhal3rs instability to inflation and 3xchang3. Additional conc3rns includ3 hard curr3ncy. ,1,-0.1027,6,w kly r port lta r gion conn ct asthma inhal rs instability inflation xchang additional conc rns includ hard curr ncy
216,storage_issue," In Alexandria, cancer medicines availability has dropped. Reports mention leak and complications from spoilage. Additional concerns include mold.??",1,-0.7783,9,alexandria cancer medicines availability dropped reports mention leak complications spoilage additional concerns include mold
217,distribution_center_issue,"In Giza, oral rehydration salts availability has dropped. Reports mention backlog and complications from slowdown. ",1,0.0,5,giza oral rehydration salts availability dropped reports mention backlog complications slowdown
218,storage_issue,a weekly report from cairo connected anticoagulants instability to spoilage and fridge. additional concerns include warehouse.,1,0.0,5,weekly report cairo connected anticoagulants instability spoilage fridge additional concerns include warehouse
219,neutral_report,Supply levels for insulin in Cairo remained normal.,1,0.0,5,supply levels insulin cairo remained normal
220,forecasting_error,A WEEKLY REPORT FROM GIZA CONNECTED CHILDREN'S SYRUP INSTABILITY TO ESTIMATE AND TREND.,1,0.0,5,weekly report giza connected children syrup instability estimate trend
221,it_system_failure,pharmacies in cairo reported issues with asthma inhalers. they cited downtime and software. additional concerns include update.,0,0.0,1,pharmacies cairo reported issues asthma inhalers cited downtime software additional concerns include update
222,forecasting_error,A  w33kly  r3port  from  n3w  urban  communiti3s  conn3ct3d  oral  r3hydration  salts  instability  to  ov3r3stimat3d  and  proj3ction.,1,0.0,5,w kly r port n w urban communiti conn ct oral r hydration salts instability ov r stimat proj ction
223,supplier_problem,A weekly report from new urban communities connected vitamins instability to capacity and quota.,1,0.0,5,weekly report new urban communities connected vitamins instability capacity quota
224,labor_shortage,"IN  CAIRO,  INSULIN  AVAILABILITY  HAS  DROPPED.  REPORTS  MENTION  RESIGNATIONS  AND  COMPLICATIONS  FROM  ABSENT.",1,-0.296,6,cairo insulin availability dropped reports mention resignations complications absent
225,manufacturing_issue,"In Canal cities, antihistamines availability has dropped. Reports mention capacity and complications from production.??",1,0.0,5,canal cities antihistamines availability dropped reports mention capacity complications production
226,supplier_problem,A weekly report from new urban communities connected cancer medicines instability to backlog and supplier. Additional concerns include backlog.,1,-0.6597,8,weekly report new urban communities connected cancer medicines instability backlog supplier additional concerns include backlog
227,it_system_failure,Pharmacies in Giza reported issues with IV fluids. They cited error and slow.,0,-0.4019,2,pharmacies giza reported issues iv fluids cited error slow
228,contract_dispute,"In Canal cities, asthma inhalers availability has dropped. Reports mention renewal and complications from terms. Additional concerns include renewal.",1,0.0,5,canal cities asthma inhalers availability dropped reports mention renewal complications terms additional concerns include renewal
229,currency_issue,A weekly report from Upper Egypt connected antibiotics instability to currency and hard currency.,1,-0.1027,6,weekly report upper egypt connected antibiotics instability currency hard currency
230,transport_issue,Pharmaci3s in Canal citi3s r3port3d issu3s with painkill3rs. Th3y  ...cit3d traffic and cong3stion. Additional conc3rns includ3 accid3nt.,0,0.0,1,pharmaci canal citi r port issu painkill rs th cit traffic cong stion additional conc rns includ accid nt
231,forecasting_error,A weekly report from Upper Egypt connected painkillers instability to underestimated and overestimated. Additional concerns include forecast.??,1,-0.2732,6,weekly report upper egypt connected painkillers instability underestimated overestimated additional concerns include forecast
232,currency_issue,a weekly report from new urban communities connected blood pressure drugs instability to inflation and exchange. additional concerns include rate.,1,-0.296,6,weekly report new urban communities connected blood pressure drugs instability inflation exchange additional concerns include rate
233,neutral_report, Pharmacies in Cairo reported stable availability of asthma inhalers this week.,1,0.296,4,pharmacies cairo reported stable availability asthma inhalers week
234,regulation_issue,A WEEKLY REPORT FROM GIZA CONNECTED VITAMINS INSTABILITY TO APPROVAL AND LICENSE. ADDITIONAL CONCERNS INCLUDE LICENSE.,1,0.4767,3,weekly report giza connected vitamins instability approval license additional concerns include license
235,storage_issue,"In new urban communities, cancer medicines availability has dropped. Reports mention spoilage and complications from fridge.",1,-0.6597,8,new urban communities cancer medicines availability dropped reports mention spoilage complications fridge
236,forecasting_error, A weekly report from new urban communities connected antidepressants instability to miscalculated and estimate.,1,0.0,5,weekly report new urban communities connected antidepressants instability miscalculated estimate
237,supplier_problem,"In Cairo, children's syrup availability has dropped. Reports mention limit and complications from under-performing. Additional concerns include late.",1,0.0,5,cairo children syrup availability dropped reports mention limit complications performing additional concerns include late
238,supplier_problem,A w33kly r3port from n3w urban communiti3s conn3ct3d childr3n's syrup instability to suppli3r and und3r-p3rforming. Additional conc3rns includ3 canc3ll3d.,1,0.0,5,w kly r port n w urban communiti conn ct childr n syrup instability suppli r und r p rforming additional conc rns includ canc
239,neutral_report,ROUTINE UPDATES FROM COASTAL GOVERNORATES SHOWED NO MAJOR ISSUES FOR BLOOD PRESSURE DRUGS. ,0,-0.296,1,routine updates coastal governorates showed major issues blood pressure drugs
240,neutral_report,supply levels for blood pressure drugs in alexandria remained normal.,1,-0.296,6,supply levels blood pressure drugs alexandria remained normal
241,neutral_report,Routine updates from Upper Egypt showed no major issues for asthma inhalers.,0,0.0,1,routine updates upper egypt showed major issues asthma inhalers
242,transport_issue,Pharmacies in Alexandria reported issues with anticoagulants. They cited detour and accident. Additional concerns include traffic.,0,-0.4767,2,pharmacies alexandria reported issues anticoagulants cited detour accident additional concerns include traffic
243,labor_shortage, A weekly report from coastal governorates connected vitamins instability to staff and strike. Additional concerns include sick leave.,1,-0.6124,8,weekly report coastal governorates connected vitamins instability staff strike additional concerns include sick leave
244,seasonal_variation," In new urban communities, blood pressure drugs availability has dropped. Reports mention cold and complications from festive. Additional concerns include festive. ",1,0.5859,2,new urban communities blood pressure drugs availability dropped reports mention cold complications festive additional concerns include festive
245,storage_issue, A weekly report from Alexandria connected anticoagulants instability to expired and humidity. Additional concerns include expired.,1,0.0,5,weekly report alexandria connected anticoagulants instability expired humidity additional concerns include expired
246,manufacturing_issue,"In coastal gov3rnorat3s, insulin availability has dropp3d. R3ports m3ntion batch and complications from br3akdown. Additional conc3rns includ3 production.",1,0.0,5,coastal gov rnorat insulin availability dropp r ports ntion batch complications br akdown additional conc rns includ production
247,distribution_center_issue,"in canal cities, insulin availability has dropped. reports mention hub and complications from capacity. additional concerns include processing.",1,0.0,5,canal cities insulin availability dropped reports mention hub complications capacity additional concerns include processing
248,neutral_report,R3ports from Al3xandria indicat3d stabl3 distribution of asthma inhal3rs.,0,0.0,1,r ports al xandria indicat stabl distribution asthma inhal rs
249,labor_shortage,Pharmacies in new urban communities reported issues with IV fluids. They cited turnover and vacancy. Additional concerns include absent.,0,0.0,1,pharmacies new urban communities reported issues iv fluids cited turnover vacancy additional concerns include absent
250,distribution_center_issue,Pharmacies in coastal governorates reported issues with painkillers. They cited loading and capacity. Additional concerns include backlog.,0,0.0,1,pharmacies coastal governorates reported issues painkillers cited loading capacity additional concerns include backlog
251,quality_control_issue,"In Canal cities, antibiotics availability has dropped. Reports mention defect and complications from complaint. Additional concerns include test.",1,-0.5574,8,canal cities antibiotics availability dropped reports mention defect complications complaint additional concerns include test
252,neutral_report,Routine  updates  from  Giza  showed  no  major  issues  for  oral  rehydration  salts.,0,0.0,1,routine updates giza showed major issues oral rehydration salts
253,quality_control_issue,"In new urb@n communities, @ntico@gul@nts @v@il@bility h@s dropped. Reports mention nonconformity @nd complic@tions from f@iled. Addition@l concerns include compl@int.",0,0.0,1,new urb n communities ntico gul nts v il bility h dropped reports mention nonconformity nd complic tions f iled addition l concerns include compl int
254,it_system_failure,a  weekly  report  from  new  urban  communities  connected  iv  fluids  instability  to  crash  and  system.,1,-0.4019,7,weekly report new urban communities connected iv fluids instability crash system
255,storage_issue,pharmacies in upper egypt reported issues with oral rehydration salts. they cited power cut and humidity.,0,-0.2732,1,pharmacies upper egypt reported issues oral rehydration salts cited power cut humidity
256,neutral_report,NO SIGNIFICANT DISRUPTIONS WERE NOTED FOR ASTHMA INHALERS IN ALEXANDRIA.,0,-0.1531,1,significant disruptions noted asthma inhalers alexandria
257,neutral_report,No significant disruptions were noted for IV fluids in new urban communities.,0,-0.1531,1,significant disruptions noted iv fluids new urban communities
258,currency_issue,A weekly report from Upper Egypt connected children's syrup instability to foreign and inflation.,1,0.0,5,weekly report upper egypt connected children syrup instability foreign inflation
259,currency_issue,A weekly report from new urban communities connected antibiotics inst ...ability to payment and foreign. Additional concerns include reserve.??,0,0.3182,1,weekly report new urban communities connected antibiotics inst ability payment foreign additional concerns include reserve
260,storage_issue,A weekly report from Upper Egypt connected child . .....ren's syrup instability to expired and power cut.,1,-0.2732,6,weekly report upper egypt connected child ren syrup instability expired power cut
261,import_delay,A w33kly r3port from coastal gov3rnorat3s conn3ct3d anticoagulants instability to stuck and cl3aranc3. Additional conc3rns includ3 shipm3nt.,1,-0.25,6,w kly r port coastal gov rnorat conn ct anticoagulants instability stuck cl aranc additional conc rns includ shipm nt
262,it_system_failure,PHARMACIES IN GIZA REPORTED ISSUES WITH INSULIN. THEY CITED NETWORK AND LOGIN. ADDITIONAL CONCERNS INCLUDE BUG.??,0,0.0,1,pharmacies giza reported issues insulin cited network login additional concerns include bug
263,regulation_issue,Pharmacies in Canal cities reported issues with antiviral tablets. They cited recall and approval. Additional concerns include banned.,0,0.0258,1,pharmacies canal cities reported issues antiviral tablets cited recall approval additional concerns include banned
264,manufacturing_issue,Pharmacies in Alexandria reported issues with anticoagulants. They cited breakdown and repair. Additional concerns include shutdown.,0,0.0,1,pharmacies alexandria reported issues anticoagulants cited breakdown repair additional concerns include shutdown
265,currency_issue,A weekly report from new urban communities connected insulin instability to reserve and price.,1,0.0,5,weekly report new urban communities connected insulin instability reserve price
